STATIONS_ID;MESS_DATUM;TMK;TXK;TNK
3657;19830601;nan;nan;nan
3657;19830602;nan;nan;nan
3657;19830603;nan;nan;nan
3657;19830604;nan;nan;nan
3657;19830605;nan;nan;nan
3657;19830606;nan;nan;nan
3657;19830607;nan;nan;nan
3657;19830608;nan;nan;nan
3657;19830609;nan;nan;nan
3657;19830610;nan;nan;nan
3657;19830611;nan;nan;nan
3657;19830612;nan;nan;nan
3657;19830613;nan;nan;nan
3657;19830614;nan;nan;nan
3657;19830615;nan;nan;nan
3657;19830616;nan;nan;nan
3657;19830617;nan;nan;nan
3657;19830618;nan;nan;nan
3657;19830619;nan;nan;nan
3657;19830620;nan;nan;nan
3657;19830621;nan;nan;nan
3657;19830622;nan;nan;nan
3657;19830623;nan;nan;nan
3657;19830624;nan;nan;nan
3657;19830625;nan;nan;nan
3657;19830626;nan;nan;nan
3657;19830627;nan;nan;nan
3657;19830628;nan;nan;nan
3657;19830629;nan;nan;nan
3657;19830630;nan;nan;nan
3657;19830701;nan;nan;nan
3657;19830702;nan;nan;nan
3657;19830703;nan;nan;nan
3657;19830704;nan;nan;nan
3657;19830705;nan;nan;nan
3657;19830706;nan;nan;nan
3657;19830707;nan;nan;nan
3657;19830708;nan;nan;nan
3657;19830709;nan;nan;nan
3657;19830710;nan;nan;nan
3657;19830711;nan;nan;nan
3657;19830712;nan;nan;nan
3657;19830713;nan;nan;nan
3657;19830714;nan;nan;nan
3657;19830715;nan;nan;nan
3657;19830716;nan;nan;nan
3657;19830717;nan;nan;nan
3657;19830718;nan;nan;nan
3657;19830719;nan;nan;nan
3657;19830720;nan;nan;nan
3657;19830721;nan;nan;nan
3657;19830722;nan;nan;nan
3657;19830723;nan;nan;nan
3657;19830724;nan;nan;nan
3657;19830725;nan;nan;nan
3657;19830726;nan;nan;nan
3657;19830727;nan;nan;nan
3657;19830728;nan;nan;nan
3657;19830729;nan;nan;nan
3657;19830730;nan;nan;nan
3657;19830731;nan;nan;nan
3657;19830801;nan;nan;nan
3657;19830802;nan;nan;nan
3657;19830803;nan;nan;nan
3657;19830804;nan;nan;nan
3657;19830805;nan;nan;nan
3657;19830806;nan;nan;nan
3657;19830807;nan;nan;nan
3657;19830808;nan;nan;nan
3657;19830809;nan;nan;nan
3657;19830810;nan;nan;nan
3657;19830811;nan;nan;nan
3657;19830812;nan;nan;nan
3657;19830813;nan;nan;nan
3657;19830814;nan;nan;nan
3657;19830815;nan;nan;nan
3657;19830816;nan;nan;nan
3657;19830817;nan;nan;nan
3657;19830818;nan;nan;nan
3657;19830819;nan;nan;nan
3657;19830820;nan;nan;nan
3657;19830821;nan;nan;nan
3657;19830822;nan;nan;nan
3657;19830823;nan;nan;nan
3657;19830824;nan;nan;nan
3657;19830825;nan;nan;nan
3657;19830826;nan;nan;nan
3657;19830827;nan;nan;nan
3657;19830828;nan;nan;nan
3657;19830829;nan;nan;nan
3657;19830830;nan;nan;nan
3657;19830831;nan;nan;nan
3657;19830901;nan;nan;nan
3657;19830902;nan;nan;nan
3657;19830903;nan;nan;nan
3657;19830904;nan;nan;nan
3657;19830905;nan;nan;nan
3657;19830906;nan;nan;nan
3657;19830907;nan;nan;nan
3657;19830908;nan;nan;nan
3657;19830909;nan;nan;nan
3657;19830910;nan;nan;nan
3657;19830911;nan;nan;nan
3657;19830912;nan;nan;nan
3657;19830913;nan;nan;nan
3657;19830914;nan;nan;nan
3657;19830915;nan;nan;nan
3657;19830916;nan;nan;nan
3657;19830917;nan;nan;nan
3657;19830918;nan;nan;nan
3657;19830919;nan;nan;nan
3657;19830920;nan;nan;nan
3657;19830921;nan;nan;nan
3657;19830922;nan;nan;nan
3657;19830923;nan;nan;nan
3657;19830924;nan;nan;nan
3657;19830925;nan;nan;nan
3657;19830926;nan;nan;nan
3657;19830927;nan;nan;nan
3657;19830928;nan;nan;nan
3657;19830929;nan;nan;nan
3657;19830930;nan;nan;nan
3657;19831001;nan;nan;nan
3657;19831002;nan;nan;nan
3657;19831003;nan;nan;nan
3657;19831004;nan;nan;nan
3657;19831005;nan;nan;nan
3657;19831006;nan;nan;nan
3657;19831007;nan;nan;nan
3657;19831008;nan;nan;nan
3657;19831009;nan;nan;nan
3657;19831010;nan;nan;nan
3657;19831011;nan;nan;nan
3657;19831012;nan;nan;nan
3657;19831013;nan;nan;nan
3657;19831014;nan;nan;nan
3657;19831015;nan;nan;nan
3657;19831016;nan;nan;nan
3657;19831017;nan;nan;nan
3657;19831018;nan;nan;nan
3657;19831019;nan;nan;nan
3657;19831020;nan;nan;nan
3657;19831021;nan;nan;nan
3657;19831022;nan;nan;nan
3657;19831023;nan;nan;nan
3657;19831024;nan;nan;nan
3657;19831025;nan;nan;nan
3657;19831026;nan;nan;nan
3657;19831027;nan;nan;nan
3657;19831028;nan;nan;nan
3657;19831029;nan;nan;nan
3657;19831030;nan;nan;nan
3657;19831031;nan;nan;nan
3657;19840301;nan;nan;nan
3657;19840302;nan;nan;nan
3657;19840303;nan;nan;nan
3657;19840304;nan;nan;nan
