STATIONS_ID;MESS_DATUM;TMK;TXK;TNK
15520;20150901;nan;nan;nan
15520;20150902;nan;nan;nan
15520;20150903;nan;nan;nan
15520;20150904;nan;nan;nan
15520;20150905;nan;nan;nan
15520;20150906;nan;nan;nan
15520;20150907;nan;nan;nan
15520;20150908;nan;nan;nan
15520;20150909;nan;nan;nan
15520;20150910;nan;nan;nan
15520;20150911;nan;nan;nan
15520;20150912;nan;nan;nan
15520;20150913;nan;nan;nan
15520;20150914;nan;nan;nan
15520;20150915;nan;nan;nan
15520;20150916;nan;nan;nan
15520;20150917;nan;nan;nan
15520;20150918;nan;nan;nan
15520;20150919;nan;nan;nan
15520;20150920;nan;nan;nan
15520;20150921;nan;nan;nan
15520;20150922;nan;nan;nan
15520;20150923;nan;nan;nan
15520;20150924;nan;nan;nan
15520;20150925;nan;nan;nan
15520;20150926;nan;nan;nan
15520;20150927;nan;nan;nan
15520;20150928;nan;nan;nan
15520;20150929;nan;nan;nan
15520;20150930;nan;nan;nan
15520;20151001;nan;nan;nan
15520;20151002;nan;nan;nan
15520;20151003;nan;nan;nan
15520;20151004;nan;nan;nan
15520;20151005;nan;nan;nan
15520;20151006;nan;nan;nan
15520;20151007;nan;nan;nan
15520;20151008;nan;nan;nan
15520;20151009;nan;nan;nan
15520;20151010;nan;nan;nan
15520;20151011;nan;nan;nan
15520;20151012;nan;nan;nan
15520;20151013;nan;nan;nan
15520;20151014;nan;nan;nan
15520;20151015;nan;nan;nan
15520;20151016;nan;nan;nan
15520;20151017;nan;nan;nan
15520;20151018;nan;nan;nan
15520;20151019;nan;nan;nan
15520;20151020;nan;nan;nan
15520;20151021;nan;nan;nan
15520;20151022;nan;nan;nan
15520;20151023;nan;nan;nan
15520;20151024;nan;nan;nan
15520;20151025;nan;nan;nan
15520;20151026;nan;nan;nan
15520;20151027;nan;nan;nan
15520;20151028;nan;nan;nan
15520;20151029;nan;nan;nan
15520;20151030;nan;nan;nan
15520;20151031;nan;nan;nan
15520;20151101;nan;nan;nan
15520;20151102;nan;nan;nan
15520;20151103;nan;nan;nan
15520;20151104;nan;nan;nan
15520;20151105;nan;nan;nan
15520;20151106;nan;nan;nan
15520;20151107;nan;nan;nan
15520;20151108;nan;nan;nan
15520;20151109;nan;nan;nan
15520;20151110;nan;nan;nan
15520;20151111;nan;nan;nan
15520;20151112;nan;nan;nan
15520;20151113;nan;nan;nan
15520;20151114;nan;nan;nan
15520;20151115;nan;nan;nan
15520;20151116;nan;nan;nan
15520;20151117;nan;nan;nan
15520;20151118;nan;nan;nan
15520;20151119;nan;nan;nan
15520;20151120;nan;nan;nan
15520;20151121;nan;nan;nan
15520;20151122;nan;nan;nan
15520;20151123;nan;nan;nan
15520;20151124;nan;nan;nan
15520;20151125;nan;nan;nan
15520;20151126;nan;nan;nan
15520;20151127;nan;nan;nan
15520;20151128;nan;nan;nan
15520;20151129;nan;nan;nan
15520;20151130;nan;nan;nan
15520;20151201;nan;nan;nan
15520;20151202;nan;nan;nan
15520;20151203;nan;nan;nan
15520;20151204;nan;nan;nan
15520;20151205;nan;nan;nan
15520;20151206;nan;nan;nan
15520;20151207;nan;nan;nan
15520;20151208;nan;nan;nan
15520;20151209;nan;nan;nan
15520;20151210;nan;nan;nan
15520;20151211;nan;nan;nan
15520;20151212;nan;nan;nan
15520;20151213;nan;nan;nan
15520;20151214;nan;nan;nan
15520;20151215;nan;nan;nan
15520;20151216;nan;nan;nan
15520;20151217;nan;nan;nan
15520;20151218;nan;nan;nan
15520;20151219;nan;nan;nan
15520;20151220;nan;nan;nan
15520;20151221;nan;nan;nan
15520;20151222;nan;nan;nan
15520;20151223;nan;nan;nan
