STATIONS_ID;MESS_DATUM;TMK;TXK;TNK
13696;20071201;8.8;10.2;6.9
13696;20071202;8.9;11.1;6.5
13696;20071203;6.9;9.7;4.2
13696;20071204;6.2;8.9;4.1
13696;20071205;11.3;12.6;9.0
13696;20071206;10.2;12.5;9.0
13696;20071207;10.2;13.7;7.0
13696;20071208;6.4;7.3;4.6
13696;20071209;7.7;9.9;5.5
13696;20071210;6.1;6.7;5.2
13696;20071211;5.3;6.3;4.2
13696;20071212;4.4;5.6;2.9
13696;20071213;3.9;5.8;2.5
13696;20071214;2.5;3.2;1.0
13696;20071215;1.3;3.0;-2.5
13696;20071216;-1.2;1.7;-3.0
13696;20071217;0.1;2.2;-2.0
13696;20071218;-0.7;2.0;-2.8
13696;20071219;-2.7;1.0;-5.3
13696;20071220;-4.1;-3.7;-4.5
13696;20071221;-4.5;-1.3;-7.2
13696;20071222;-4.6;3.9;-8.4
13696;20071223;0.4;3.7;-6.8
13696;20071224;1.0;4.9;-3.1
13696;20071225;3.0;5.6;-1.1
13696;20071226;3.0;4.1;1.7
13696;20071227;4.0;6.1;1.2
13696;20071228;6.7;10.1;4.2
13696;20071229;5.3;7.6;2.9
13696;20071230;5.5;6.8;2.3
13696;20071231;0.4;4.6;-1.7
13696;20080101;-0.4;1.6;-2.1
13696;20080102;-0.5;1.7;-2.4
13696;20080103;0.8;1.9;-0.3
13696;20080104;2.7;6.0;-0.1
13696;20080105;6.8;8.6;4.1
13696;20080106;4.8;6.8;1.2
13696;20080107;6.8;9.1;2.9
13696;20080108;6.1;7.7;3.8
13696;20080109;5.8;7.0;4.6
13696;20080110;7.2;10.6;4.1
13696;20080111;11.1;13.1;9.1
13696;20080112;6.5;9.2;1.7
13696;20080113;4.8;9.0;0.1
13696;20080114;6.0;8.5;1.1
13696;20080115;8.8;9.9;7.1
13696;20080116;7.8;10.0;3.9
13696;20080117;6.5;9.4;1.4
13696;20080118;9.4;11.9;7.8
13696;20080119;11.6;12.3;10.4
13696;20080120;11.5;12.2;10.7
13696;20080121;9.4;10.7;7.8
13696;20080122;4.1;9.4;-1.0
13696;20080123;4.8;9.1;-1.4
13696;20080124;8.3;9.3;3.6
13696;20080125;5.6;8.3;1.3
13696;20080126;8.1;10.8;6.1
13696;20080127;7.9;8.8;6.6
13696;20080128;7.7;8.6;5.9
13696;20080129;5.6;7.1;0.1
13696;20080130;2.3;4.2;-0.7
13696;20080131;3.0;5.4;1.0
13696;20080201;5.5;6.8;3.7
13696;20080202;2.2;4.2;0.3
13696;20080203;3.0;6.1;0.0
13696;20080204;5.5;8.0;2.9
13696;20080205;6.4;11.1;2.7
13696;20080206;7.5;10.9;3.6
13696;20080207;4.6;9.1;1.2
13696;20080208;3.8;14.1;-2.0
13696;20080209;3.9;16.3;-2.7
13696;20080210;2.9;12.6;-2.7
13696;20080211;3.6;14.1;-2.7
13696;20080212;2.6;10.8;-3.4
13696;20080213;0.2;2.0;-1.2
13696;20080214;1.6;3.7;-0.8
13696;20080215;1.5;4.1;-3.0
13696;20080216;-1.7;2.8;-5.9
13696;20080217;-1.3;9.2;-7.4
13696;20080218;-0.8;5.1;-6.9
13696;20080219;2.2;6.0;-2.8
13696;20080220;3.1;9.8;-4.1
13696;20080221;7.3;9.7;2.2
13696;20080222;9.4;10.8;8.0
13696;20080223;9.3;12.2;4.5
13696;20080224;8.9;11.1;6.1
13696;20080225;7.8;10.8;2.6
13696;20080226;10.5;13.3;7.6
13696;20080227;6.7;9.8;-0.5
13696;20080228;5.0;10.7;-2.0
13696;20080229;7.7;9.9;5.9
13696;20080301;8.5;10.3;6.5
13696;20080302;9.6;12.1;6.7
